,Unnamed: 0,index,name,label,dataset,is_valid
0,140,242045,jiangxi_tecom/neutrophil/046.bmp,neutrophil,jiangxi_tecom,False
1,159,242064,jiangxi_tecom/neutrophil/206.bmp,neutrophil,jiangxi_tecom,False
2,56,241961,jiangxi_tecom/monocyte/051.bmp,monocyte,jiangxi_tecom,False
3,178,242083,jiangxi_tecom/neutrophil/188.bmp,neutrophil,jiangxi_tecom,False
4,145,242050,jiangxi_tecom/neutrophil/252.bmp,neutrophil,jiangxi_tecom,False
5,138,242043,jiangxi_tecom/neutrophil/148.bmp,neutrophil,jiangxi_tecom,False
6,95,242000,jiangxi_tecom/monocyte/094.bmp,monocyte,jiangxi_tecom,False
7,107,242012,jiangxi_tecom/eosinophil/134.bmp,eosinophil,jiangxi_tecom,False
8,44,241949,jiangxi_tecom/lymphocyte/071.bmp,lymphocyte,jiangxi_tecom,False
9,69,241974,jiangxi_tecom/monocyte/072.bmp,monocyte,jiangxi_tecom,False
10,168,242073,jiangxi_tecom/neutrophil/050.bmp,neutrophil,jiangxi_tecom,False
11,24,241929,jiangxi_tecom/lymphocyte/117.bmp,lymphocyte,jiangxi_tecom,False
12,101,242006,jiangxi_tecom/basophil/291.bmp,basophil,jiangxi_tecom,False
13,264,242169,jiangxi_tecom/neutrophil/008.bmp,neutrophil,jiangxi_tecom,False
14,90,241995,jiangxi_tecom/monocyte/289.bmp,monocyte,jiangxi_tecom,False
15,25,241930,jiangxi_tecom/lymphocyte/143.bmp,lymphocyte,jiangxi_tecom,False
16,188,242093,jiangxi_tecom/neutrophil/179.bmp,neutrophil,jiangxi_tecom,False
17,39,241944,jiangxi_tecom/lymphocyte/013.bmp,lymphocyte,jiangxi_tecom,False
18,275,242180,jiangxi_tecom/neutrophil/254.bmp,neutrophil,jiangxi_tecom,False
19,296,242201,jiangxi_tecom/neutrophil/241.bmp,neutrophil,jiangxi_tecom,False
20,4,241909,jiangxi_tecom/lymphocyte/240.bmp,lymphocyte,jiangxi_tecom,False
21,87,241992,jiangxi_tecom/monocyte/288.bmp,monocyte,jiangxi_tecom,False
22,253,242158,jiangxi_tecom/neutrophil/253.bmp,neutrophil,jiangxi_tecom,False
23,75,241980,jiangxi_tecom/monocyte/106.bmp,monocyte,jiangxi_tecom,False
24,271,242176,jiangxi_tecom/neutrophil/280.bmp,neutrophil,jiangxi_tecom,False
25,232,242137,jiangxi_tecom/neutrophil/247.bmp,neutrophil,jiangxi_tecom,True
26,127,242032,jiangxi_tecom/neutrophil/155.bmp,neutrophil,jiangxi_tecom,True
27,96,242001,jiangxi_tecom/monocyte/001.bmp,monocyte,jiangxi_tecom,True
28,65,241970,jiangxi_tecom/monocyte/285.bmp,monocyte,jiangxi_tecom,True
29,110,242015,jiangxi_tecom/eosinophil/133.bmp,eosinophil,jiangxi_tecom,True
30,254,242159,jiangxi_tecom/neutrophil/168.bmp,neutrophil,jiangxi_tecom,True
31,227,242132,jiangxi_tecom/neutrophil/153.bmp,neutrophil,jiangxi_tecom,True
32,282,242187,jiangxi_tecom/neutrophil/060.bmp,neutrophil,jiangxi_tecom,True
33,98,242003,jiangxi_tecom/monocyte/095.bmp,monocyte,jiangxi_tecom,True
34,58,241963,jiangxi_tecom/monocyte/109.bmp,monocyte,jiangxi_tecom,True
35,70,241975,jiangxi_tecom/monocyte/016.bmp,monocyte,jiangxi_tecom,True
36,270,242175,jiangxi_tecom/neutrophil/173.bmp,neutrophil,jiangxi_tecom,True
37,80,241985,jiangxi_tecom/monocyte/067.bmp,monocyte,jiangxi_tecom,True
38,86,241991,jiangxi_tecom/monocyte/076.bmp,monocyte,jiangxi_tecom,True
39,11,241916,jiangxi_tecom/lymphocyte/088.bmp,lymphocyte,jiangxi_tecom,True
40,23,241928,jiangxi_tecom/lymphocyte/087.bmp,lymphocyte,jiangxi_tecom,True
41,49,241954,jiangxi_tecom/monocyte/047.bmp,monocyte,jiangxi_tecom,True
42,136,242041,jiangxi_tecom/neutrophil/164.bmp,neutrophil,jiangxi_tecom,True
43,277,242182,jiangxi_tecom/neutrophil/147.bmp,neutrophil,jiangxi_tecom,True
44,194,242099,jiangxi_tecom/neutrophil/210.bmp,neutrophil,jiangxi_tecom,True
45,53,241958,jiangxi_tecom/monocyte/019.bmp,monocyte,jiangxi_tecom,True
46,71,241976,jiangxi_tecom/monocyte/286.bmp,monocyte,jiangxi_tecom,True
47,82,241987,jiangxi_tecom/monocyte/108.bmp,monocyte,jiangxi_tecom,True
48,230,242135,jiangxi_tecom/neutrophil/190.bmp,neutrophil,jiangxi_tecom,True
49,64,241969,jiangxi_tecom/monocyte/107.bmp,monocyte,jiangxi_tecom,True
