,Unnamed: 0,index,name,label,dataset,is_valid
0,93,241388,jin_woo_choi/orthochromatic normoblast/20.jpg,erythroblast,jin_woo_choi,False
1,75,241370,jin_woo_choi/orthochromatic normoblast/39.jpg,erythroblast,jin_woo_choi,False
2,57,241352,jin_woo_choi/orthochromatic normoblast/27.jpg,erythroblast,jin_woo_choi,False
3,95,241390,jin_woo_choi/orthochromatic normoblast/14.jpg,erythroblast,jin_woo_choi,False
4,71,241366,jin_woo_choi/orthochromatic normoblast/15.jpg,erythroblast,jin_woo_choi,False
5,205,241710,jin_woo_choi/polychromatic normoblast/36.jpg,erythroblast,jin_woo_choi,False
6,147,241442,jin_woo_choi/basophilic normoblast/34.jpg,erythroblast,jin_woo_choi,False
7,111,241406,jin_woo_choi/basophilic normoblast/11.jpg,erythroblast,jin_woo_choi,False
8,78,241373,jin_woo_choi/orthochromatic normoblast/45.jpg,erythroblast,jin_woo_choi,False
9,52,241347,jin_woo_choi/orthochromatic normoblast/12.jpg,erythroblast,jin_woo_choi,False
10,12,241207,jin_woo_choi/segmented neutrophil/18.jpg,neutrophil,jin_woo_choi,False
11,49,241244,jin_woo_choi/segmented neutrophil/8.jpg,neutrophil,jin_woo_choi,False
12,37,241232,jin_woo_choi/segmented neutrophil/21.jpg,neutrophil,jin_woo_choi,False
13,10,241205,jin_woo_choi/segmented neutrophil/13.jpg,neutrophil,jin_woo_choi,False
14,20,241215,jin_woo_choi/segmented neutrophil/40.jpg,neutrophil,jin_woo_choi,False
15,23,241218,jin_woo_choi/segmented neutrophil/25.jpg,neutrophil,jin_woo_choi,False
16,30,241225,jin_woo_choi/segmented neutrophil/23.jpg,neutrophil,jin_woo_choi,False
17,5,241200,jin_woo_choi/segmented neutrophil/36.jpg,neutrophil,jin_woo_choi,False
18,174,241469,jin_woo_choi/band neutrophil/35.jpg,neutrophil,jin_woo_choi,False
19,22,241217,jin_woo_choi/segmented neutrophil/17.jpg,neutrophil,jin_woo_choi,False
20,25,241220,jin_woo_choi/segmented neutrophil/39.jpg,neutrophil,jin_woo_choi,True
21,246,241751,jin_woo_choi/polychromatic normoblast/19.jpg,erythroblast,jin_woo_choi,True
22,128,241423,jin_woo_choi/basophilic normoblast/45.jpg,erythroblast,jin_woo_choi,True
23,103,241398,jin_woo_choi/basophilic normoblast/2.jpg,erythroblast,jin_woo_choi,True
24,227,241732,jin_woo_choi/polychromatic normoblast/9.jpg,erythroblast,jin_woo_choi,True
25,210,241715,jin_woo_choi/polychromatic normoblast/13.jpg,erythroblast,jin_woo_choi,True
26,208,241713,jin_woo_choi/polychromatic normoblast/46.jpg,erythroblast,jin_woo_choi,True
27,241,241746,jin_woo_choi/polychromatic normoblast/32.jpg,erythroblast,jin_woo_choi,True
28,107,241402,jin_woo_choi/basophilic normoblast/27.jpg,erythroblast,jin_woo_choi,True
29,230,241735,jin_woo_choi/polychromatic normoblast/23.jpg,erythroblast,jin_woo_choi,True
30,28,241223,jin_woo_choi/segmented neutrophil/45.jpg,neutrophil,jin_woo_choi,True
31,118,241413,jin_woo_choi/basophilic normoblast/28.jpg,erythroblast,jin_woo_choi,True
32,157,241452,jin_woo_choi/band neutrophil/27.jpg,neutrophil,jin_woo_choi,True
33,132,241427,jin_woo_choi/basophilic normoblast/30.jpg,erythroblast,jin_woo_choi,True
34,66,241361,jin_woo_choi/orthochromatic normoblast/3.jpg,erythroblast,jin_woo_choi,True
35,73,241368,jin_woo_choi/orthochromatic normoblast/25.jpg,erythroblast,jin_woo_choi,True
36,65,241360,jin_woo_choi/orthochromatic normoblast/10.jpg,erythroblast,jin_woo_choi,True
37,63,241358,jin_woo_choi/orthochromatic normoblast/16.jpg,erythroblast,jin_woo_choi,True
38,195,241490,jin_woo_choi/band neutrophil/14.jpg,neutrophil,jin_woo_choi,True
39,13,241208,jin_woo_choi/segmented neutrophil/16.jpg,neutrophil,jin_woo_choi,True
