,Unnamed: 0,index,name,label,dataset,is_valid
0,1940,190405,rabin/Lymphocyte/95-8-12-5_82_1.jpg,lymphocyte,rabin,False
1,3999,192464,rabin/Lymphocyte/95-9-3-1_77_1.jpg,lymphocyte,rabin,False
2,4664,193129,rabin/Lymphocyte/95-8-13-4_435_2.jpg,lymphocyte,rabin,False
3,1233,189698,rabin/Lymphocyte/3369.jpg,lymphocyte,rabin,False
4,1271,189736,rabin/Lymphocyte/95-8-8-1_414_1.jpg,lymphocyte,rabin,False
5,3245,191710,rabin/Lymphocyte/95-8-27-1_86_4.jpg,lymphocyte,rabin,False
6,1819,190284,rabin/Lymphocyte/95-8-17-3_144_1.jpg,lymphocyte,rabin,False
7,2866,191331,rabin/Lymphocyte/95-8-12-2_88_1.jpg,lymphocyte,rabin,False
8,2048,190513,rabin/Lymphocyte/95-8-24-1_258_1.jpg,lymphocyte,rabin,False
9,1514,189979,rabin/Lymphocyte/95-7-24-2_278_1.jpg,lymphocyte,rabin,False
10,4018,192483,rabin/Lymphocyte/2106.jpg,lymphocyte,rabin,False
11,1782,190247,rabin/Lymphocyte/95-8-27-1_288_4.jpg,lymphocyte,rabin,False
12,3358,191823,rabin/Lymphocyte/95-9-1-2_234_1.jpg,lymphocyte,rabin,False
13,2921,191386,rabin/Lymphocyte/95-8-8-2_243_2.jpg,lymphocyte,rabin,False
14,3126,191591,rabin/Lymphocyte/95-8-27-1_307_3.jpg,lymphocyte,rabin,False
15,1686,190151,rabin/Lymphocyte/95-8-17-1_153_1.jpg,lymphocyte,rabin,False
16,4482,192947,rabin/Lymphocyte/95-8-8-1_225_1.jpg,lymphocyte,rabin,False
17,2584,191049,rabin/Lymphocyte/95-8-8-2_177_1.jpg,lymphocyte,rabin,False
18,2905,191370,rabin/Lymphocyte/95-8-10-1_1227_2.jpg,lymphocyte,rabin,False
19,3109,191574,rabin/Lymphocyte/95-8-20-3_268_2.jpg,lymphocyte,rabin,False
20,6928,195393,rabin/Neutrophil/3355.jpg,neutrophil,rabin,False
21,13491,201956,rabin/Neutrophil/95-8-20-1_42_1.jpg,neutrophil,rabin,False
22,8027,196492,rabin/Neutrophil/95-5-4-1_323_1.jpg,neutrophil,rabin,False
23,12687,201152,rabin/Neutrophil/3320.jpg,neutrophil,rabin,False
24,9540,198005,rabin/Neutrophil/95-9-4-7_14_1.jpg,neutrophil,rabin,False
25,12252,200717,rabin/Neutrophil/95-8-27-1_462_4.jpg,neutrophil,rabin,False
26,13851,202316,rabin/Neutrophil/95-9-1-1_87_1.jpg,neutrophil,rabin,False
27,11840,200305,rabin/Neutrophil/95-8-6-1_33_1.jpg,neutrophil,rabin,False
28,14641,203106,rabin/Neutrophil/95-8-17-1_253_1.jpg,neutrophil,rabin,False
29,15116,203581,rabin/Neutrophil/95-8-3-2_390_1.jpg,neutrophil,rabin,False
30,14747,203212,rabin/Neutrophil/1827.jpg,neutrophil,rabin,False
31,9666,198131,rabin/Neutrophil/1330.jpg,neutrophil,rabin,False
32,10170,198635,rabin/Neutrophil/95-8-22-3_113_1.jpg,neutrophil,rabin,False
33,12871,201336,rabin/Neutrophil/95-8-12-4_10_1.jpg,neutrophil,rabin,False
34,5846,194311,rabin/Neutrophil/95-8-20-2_156_1.jpg,neutrophil,rabin,False
35,8317,196782,rabin/Neutrophil/95-8-10-1_439_2.jpg,neutrophil,rabin,False
36,7671,196136,rabin/Neutrophil/95-8-6-1_126_2.jpg,neutrophil,rabin,False
37,15370,203835,rabin/Neutrophil/95-8-3-1_593_1.jpg,neutrophil,rabin,False
38,15372,203837,rabin/Neutrophil/95-8-8-3_51_1.jpg,neutrophil,rabin,False
39,13287,201752,rabin/Neutrophil/95-8-6-1_295_1.jpg,neutrophil,rabin,False
40,4825,193290,rabin/Basophil/20190531_120427_0.jpg,basophil,rabin,False
41,4694,193159,rabin/Basophil/20190531_120958_1.jpg,basophil,rabin,False
42,4734,193199,rabin/Basophil/20190526_165449_0.jpg,basophil,rabin,False
43,4736,193201,rabin/Basophil/20190531_105808_0.jpg,basophil,rabin,False
44,4909,193374,rabin/Basophil/20190526_170021_0.jpg,basophil,rabin,False
45,4703,193168,rabin/Basophil/20190527_111712_0.jpg,basophil,rabin,False
46,4868,193333,rabin/Basophil/20190531_115753_0.jpg,basophil,rabin,False
47,4844,193309,rabin/Basophil/20190531_113832_0.jpg,basophil,rabin,False
48,4750,193215,rabin/Basophil/20190526_165808_0.jpg,basophil,rabin,False
49,4765,193230,rabin/Basophil/20190527_113156_0.jpg,basophil,rabin,False
50,4962,193427,rabin/Basophil/20190531_105925_0.jpg,basophil,rabin,False
51,4943,193408,rabin/Basophil/20190527_112143_0.jpg,basophil,rabin,False
52,4876,193341,rabin/Basophil/20190531_110235_0.jpg,basophil,rabin,False
53,4737,193202,rabin/Basophil/20190527_112341_0.jpg,basophil,rabin,False
54,4828,193293,rabin/Basophil/20190526_165055_0.jpg,basophil,rabin,False
55,4854,193319,rabin/Basophil/20190526_164040_0.jpg,basophil,rabin,False
56,4693,193158,rabin/Basophil/20190526_170532_0.jpg,basophil,rabin,False
57,4975,193440,rabin/Basophil/20190531_111807_0.jpg,basophil,rabin,False
58,4796,193261,rabin/Basophil/20190604_111457_0.jpg,basophil,rabin,False
59,4817,193282,rabin/Basophil/20190526_165423_0.jpg,basophil,rabin,False
60,493,188958,rabin/Eosinophil/95-8-27-1_466_2.jpg,eosinophil,rabin,False
61,667,189132,rabin/Eosinophil/95-8-27-1_407_2.jpg,eosinophil,rabin,False
62,460,188925,rabin/Eosinophil/95-8-27-1_459_5.jpg,eosinophil,rabin,False
63,442,188907,rabin/Eosinophil/95-8-27-1_12_5.jpg,eosinophil,rabin,False
64,627,189092,rabin/Eosinophil/95-8-27-1_121_3.jpg,eosinophil,rabin,False
65,501,188966,rabin/Eosinophil/95-8-27-1_40_3.jpg,eosinophil,rabin,False
66,272,188737,rabin/Eosinophil/95-8-24-2_18_2.jpg,eosinophil,rabin,False
67,982,189447,rabin/Eosinophil/95-9-4-7_26_1.jpg,eosinophil,rabin,False
68,308,188773,rabin/Eosinophil/95-5-5-1_162_2.jpg,eosinophil,rabin,False
69,332,188797,rabin/Eosinophil/95-8-10-1_388_1.jpg,eosinophil,rabin,False
70,276,188741,rabin/Eosinophil/95-8-27-1_126_3.jpg,eosinophil,rabin,False
71,784,189249,rabin/Eosinophil/95-8-27-1_108_7.jpg,eosinophil,rabin,False
