,Unnamed: 0,index,name,label,dataset,is_valid
0,8390,9997,barcelona/segmented_neutrophil/SNE_432053.jpg,neutrophil,barcelona,False
1,10427,14533,barcelona/band_neutrophil/BNE_319497.jpg,neutrophil,barcelona,False
2,3337,4944,barcelona/basophil/BA_99625.jpg,basophil,barcelona,False
3,2211,3818,barcelona/monocyte/MO_831432.jpg,monocyte,barcelona,False
4,11234,15340,barcelona/band_neutrophil/BNE_220181.jpg,neutrophil,barcelona,False
5,10349,14455,barcelona/band_neutrophil/BNE_1830.jpg,neutrophil,barcelona,False
6,8053,9660,barcelona/segmented_neutrophil/SNE_143493.jpg,neutrophil,barcelona,False
7,419,1011,barcelona/lymphocyte/LY_549209.jpg,lymphocyte,barcelona,False
8,1180,1772,barcelona/lymphocyte/LY_359239.jpg,lymphocyte,barcelona,False
9,5810,7417,barcelona/eosinophil/EO_444788.jpg,eosinophil,barcelona,False
10,3208,4815,barcelona/basophil/BA_310106.jpg,basophil,barcelona,False
11,5782,7389,barcelona/eosinophil/EO_587998.jpg,eosinophil,barcelona,False
12,10705,14811,barcelona/band_neutrophil/BNE_454089.jpg,neutrophil,barcelona,False
13,4834,6441,barcelona/eosinophil/EO_977027.jpg,eosinophil,barcelona,False
14,1423,3030,barcelona/monocyte/MO_861570.jpg,monocyte,barcelona,False
15,1987,3594,barcelona/monocyte/MO_903914.jpg,monocyte,barcelona,False
16,5098,6705,barcelona/eosinophil/EO_168740.jpg,eosinophil,barcelona,False
17,5139,6746,barcelona/eosinophil/EO_307413.jpg,eosinophil,barcelona,False
18,1322,2929,barcelona/monocyte/MO_318223.jpg,monocyte,barcelona,False
19,2606,4213,barcelona/monocyte/MO_371151.jpg,monocyte,barcelona,False
20,8400,10007,barcelona/segmented_neutrophil/SNE_219712.jpg,neutrophil,barcelona,False
21,11543,15649,barcelona/band_neutrophil/BNE_620218.jpg,neutrophil,barcelona,False
22,60,652,barcelona/lymphocyte/LY_914653.jpg,lymphocyte,barcelona,False
23,1556,3163,barcelona/monocyte/MO_438972.jpg,monocyte,barcelona,False
24,5398,7005,barcelona/eosinophil/EO_978104.jpg,eosinophil,barcelona,False
25,5261,6868,barcelona/eosinophil/EO_48775.jpg,eosinophil,barcelona,False
26,11464,15570,barcelona/band_neutrophil/BNE_38919.jpg,neutrophil,barcelona,False
27,441,1033,barcelona/lymphocyte/LY_727511.jpg,lymphocyte,barcelona,False
28,694,1286,barcelona/lymphocyte/LY_644595.jpg,lymphocyte,barcelona,False
29,7231,8838,barcelona/segmented_neutrophil/SNE_52015.jpg,neutrophil,barcelona,False
30,10091,11698,barcelona/erythroblast/ERB_651455.jpg,erythroblast,barcelona,False
31,4101,5708,barcelona/eosinophil/EO_152383.jpg,eosinophil,barcelona,False
32,7315,8922,barcelona/segmented_neutrophil/SNE_381430.jpg,neutrophil,barcelona,False
33,11516,15622,barcelona/band_neutrophil/BNE_389826.jpg,neutrophil,barcelona,False
34,4396,6003,barcelona/eosinophil/EO_74921.jpg,eosinophil,barcelona,False
35,1788,3395,barcelona/monocyte/MO_703127.jpg,monocyte,barcelona,False
36,2160,3767,barcelona/monocyte/MO_45274.jpg,monocyte,barcelona,False
37,5835,7442,barcelona/eosinophil/EO_606347.jpg,eosinophil,barcelona,False
38,3113,4720,barcelona/basophil/BA_956552.jpg,basophil,barcelona,False
39,7243,8850,barcelona/segmented_neutrophil/SNE_65413.jpg,neutrophil,barcelona,False
40,11359,15465,barcelona/band_neutrophil/BNE_935665.jpg,neutrophil,barcelona,False
41,814,1406,barcelona/lymphocyte/LY_651718.jpg,lymphocyte,barcelona,False
42,6872,8479,barcelona/eosinophil/EO_724679.jpg,eosinophil,barcelona,False
43,1547,3154,barcelona/monocyte/MO_134722.jpg,monocyte,barcelona,False
44,6986,8593,barcelona/segmented_neutrophil/SNE_922719.jpg,neutrophil,barcelona,False
45,9848,11455,barcelona/erythroblast/ERB_889605.jpg,erythroblast,barcelona,False
46,7724,9331,barcelona/segmented_neutrophil/SNE_945172.jpg,neutrophil,barcelona,False
47,5487,7094,barcelona/eosinophil/EO_40644.jpg,eosinophil,barcelona,False
48,7703,9310,barcelona/segmented_neutrophil/SNE_113869.jpg,neutrophil,barcelona,False
49,5000,6607,barcelona/eosinophil/EO_89011.jpg,eosinophil,barcelona,False
50,252,844,barcelona/lymphocyte/LY_556886.jpg,lymphocyte,barcelona,False
51,10881,14987,barcelona/band_neutrophil/BNE_653147.jpg,neutrophil,barcelona,False
52,10381,14487,barcelona/band_neutrophil/BNE_958040.jpg,neutrophil,barcelona,False
53,2466,4073,barcelona/monocyte/MO_62638.jpg,monocyte,barcelona,False
54,7870,9477,barcelona/segmented_neutrophil/SNE_119786.jpg,neutrophil,barcelona,False
55,9028,10635,barcelona/erythroblast/ERB_513727.jpg,erythroblast,barcelona,False
56,4843,6450,barcelona/eosinophil/EO_415150.jpg,eosinophil,barcelona,False
57,6412,8019,barcelona/eosinophil/EO_995267.jpg,eosinophil,barcelona,False
58,1144,1736,barcelona/lymphocyte/LY_874823.jpg,lymphocyte,barcelona,False
59,3199,4806,barcelona/basophil/BA_868292.jpg,basophil,barcelona,False
60,11033,15139,barcelona/band_neutrophil/BNE_376075.jpg,neutrophil,barcelona,False
61,4931,6538,barcelona/eosinophil/EO_429509.jpg,eosinophil,barcelona,False
62,6392,7999,barcelona/eosinophil/EO_27382.jpg,eosinophil,barcelona,False
63,10327,14433,barcelona/band_neutrophil/BNE_568093.jpg,neutrophil,barcelona,False
64,2116,3723,barcelona/monocyte/MO_267447.jpg,monocyte,barcelona,False
65,2549,4156,barcelona/monocyte/MO_508461.jpg,monocyte,barcelona,False
66,211,803,barcelona/lymphocyte/LY_865656.jpg,lymphocyte,barcelona,False
67,7452,9059,barcelona/segmented_neutrophil/SNE_780200.jpg,neutrophil,barcelona,False
68,3017,4624,barcelona/basophil/BA_555760.jpg,basophil,barcelona,False
69,5768,7375,barcelona/eosinophil/EO_261009.jpg,eosinophil,barcelona,False
