,Unnamed: 0,index,name,label,dataset,is_valid
0,26,264400,tianjin_reviewed/lymphocyte/8_W-L-1081_600x600_1.png,lymphocyte,tianjin_reviewed,False
1,122,264496,tianjin_reviewed/lymphocyte/54_W-L-1073_600x600_1.png,lymphocyte,tianjin_reviewed,False
2,133,264507,tianjin_reviewed/lymphocyte/17_W-L-27_600x600_2.png,lymphocyte,tianjin_reviewed,False
3,173,264547,tianjin_reviewed/lymphocyte/40_W-L-556_600x600_1.png,lymphocyte,tianjin_reviewed,False
4,205,264579,tianjin_reviewed/lymphocyte/18_W-L-88_600x600_1.png,lymphocyte,tianjin_reviewed,False
5,271,264645,tianjin_reviewed/lymphocyte/13_W-L-345_600x600_2.png,lymphocyte,tianjin_reviewed,False
6,331,264705,tianjin_reviewed/lymphocyte/24_W-L-1407_600x600_1.png,lymphocyte,tianjin_reviewed,False
7,418,264792,tianjin_reviewed/lymphocyte/56_W-L-1248_600x600_1.png,lymphocyte,tianjin_reviewed,False
8,554,264928,tianjin_reviewed/lymphocyte/10_W-L-182_600x600_1.png,lymphocyte,tianjin_reviewed,False
9,561,264935,tianjin_reviewed/lymphocyte/25_W-L-1431_600x600_1.png,lymphocyte,tianjin_reviewed,False
10,575,264949,tianjin_reviewed/lymphocyte/14_W-L-24_600x600_1.png,lymphocyte,tianjin_reviewed,False
11,610,264984,tianjin_reviewed/lymphocyte/1_W-L-298_600x600_1.png,lymphocyte,tianjin_reviewed,False
12,612,264986,tianjin_reviewed/lymphocyte/7_W-L-9_600x600_1.png,lymphocyte,tianjin_reviewed,False
13,637,265011,tianjin_reviewed/lymphocyte/34_W-L-116_600x600_1.png,lymphocyte,tianjin_reviewed,False
14,690,265064,tianjin_reviewed/lymphocyte/13_W-M-889_600x600_3.png,lymphocyte,tianjin_reviewed,False
15,714,265088,tianjin_reviewed/lymphocyte/3_W-L-31_600x600_1.png,lymphocyte,tianjin_reviewed,False
16,771,265145,tianjin_reviewed/lymphocyte/8_W-L-229_600x600_1.png,lymphocyte,tianjin_reviewed,False
17,782,265156,tianjin_reviewed/lymphocyte/51_W-L-1013_600x600_1.png,lymphocyte,tianjin_reviewed,False
18,813,265187,tianjin_reviewed/lymphocyte/56_W-L-1244_600x600_2.png,lymphocyte,tianjin_reviewed,False
19,822,265196,tianjin_reviewed/lymphocyte/11_W-NG-1776_600x600_2.png,lymphocyte,tianjin_reviewed,False
20,849,265223,tianjin_reviewed/lymphocyte/21_W-L-1369_600x600_1.png,lymphocyte,tianjin_reviewed,False
21,909,265283,tianjin_reviewed/lymphocyte/3_W-NG-13_600x600_2.png,lymphocyte,tianjin_reviewed,False
22,1002,265376,tianjin_reviewed/lymphocyte/46_W-L-674_600x600_1.png,lymphocyte,tianjin_reviewed,False
23,1131,265505,tianjin_reviewed/lymphocyte/43_W-L-755_600x600_1.png,lymphocyte,tianjin_reviewed,False
24,1238,265612,tianjin_reviewed/lymphocyte/2_W-L-153_600x600_1.png,lymphocyte,tianjin_reviewed,False
25,1245,265619,tianjin_reviewed/lymphocyte/17_W-L-9_600x600_1.png,lymphocyte,tianjin_reviewed,False
26,1364,265738,tianjin_reviewed/lymphocyte/2_W-L-17_600x600_1.png,lymphocyte,tianjin_reviewed,False
27,1406,265780,tianjin_reviewed/lymphocyte/20_W-L-1362_600x600_1.png,lymphocyte,tianjin_reviewed,False
